"","X","Drug","cell","Final_conc_uM","median_GR24.x","median_GR24.y","percent_change_GR","idx","group"
"3015",3015,"Trametinib","ACHN",1,0.0351728348663925,0.0354804395010489,99.1330303711506,"Trametinib_ACHN","S"
"3016",3016,"Trametinib","ACHN",2,0.0305737137788235,0.0354804395010489,86.1706174127852,"Trametinib_ACHN","S"
"3017",3017,"Trametinib","ACHN",3,0.0235558893652145,0.0354804395010489,66.391199479133,"Trametinib_ACHN","S"
"3018",3018,"Trametinib","ACHN",4,0.0172054516798422,0.0354804395010489,48.4927805906506,"Trametinib_ACHN","S"
"3019",3019,"Trametinib","ACHN",5,0.00997442473601036,0.0354804395010489,28.1124610525625,"Trametinib_ACHN","S"
"3020",3020,"Trametinib","BT549",1,0.0335016462699412,0.0347871115463391,96.3047657041443,"Trametinib_BT549","I"
"3021",3021,"Trametinib","BT549",2,0.0318000597670641,0.0347871115463391,91.4133377377538,"Trametinib_BT549","I"
"3022",3022,"Trametinib","BT549",3,0.0299758365436819,0.0347871115463391,86.1693748380111,"Trametinib_BT549","I"
"3023",3023,"Trametinib","BT549",4,0.0260992280262385,0.0347871115463391,75.0255679936874,"Trametinib_BT549","I"
"3024",3024,"Trametinib","BT549",5,0.0190054955884888,0.0347871115463391,54.6337271008316,"Trametinib_BT549","I"
"3025",3025,"Trametinib","COLO205",1,0.0508687287910803,0.0504060929258587,100.9178173478,"Trametinib_COLO205","S"
"3026",3026,"Trametinib","COLO205",2,0.0411673880842082,0.0504060929258587,81.6714521888465,"Trametinib_COLO205","S"
"3027",3027,"Trametinib","COLO205",3,0.0207790949990653,0.0504060929258587,41.2233795418917,"Trametinib_COLO205","S"
"3028",3028,"Trametinib","COLO205",4,0.0186535143055632,0.0504060929258587,37.0064673193384,"Trametinib_COLO205","S"
"3029",3029,"Trametinib","COLO205",5,0.0229742248133823,0.0504060929258587,45.578269371472,"Trametinib_COLO205","S"
"3030",3030,"Trametinib","EKVX",1,0.0228020147366851,0.0222251351618679,102.595617847162,"Trametinib_EKVX","I"
"3031",3031,"Trametinib","EKVX",2,0.0195847806981894,0.0222251351618679,88.1199621759393,"Trametinib_EKVX","I"
"3032",3032,"Trametinib","EKVX",3,0.0161835829064478,0.0222251351618679,72.8165781156386,"Trametinib_EKVX","I"
"3033",3033,"Trametinib","EKVX",4,0.0150699025161378,0.0222251351618679,67.8056732001051,"Trametinib_EKVX","I"
"3034",3034,"Trametinib","EKVX",5,0.0143235611216842,0.0222251351618679,64.447577111969,"Trametinib_EKVX","I"
"3035",3035,"Trametinib","HCT15",1,0.0443897693309286,0.0436303640004474,101.740543192519,"Trametinib_HCT15","R"
"3036",3036,"Trametinib","HCT15",2,0.0439304389829873,0.0436303640004474,100.687766397128,"Trametinib_HCT15","R"
"3037",3037,"Trametinib","HCT15",3,0.0430652599356166,0.0436303640004474,98.7047917711045,"Trametinib_HCT15","R"
"3038",3038,"Trametinib","HCT15",4,0.0398098628726389,0.0436303640004474,91.2434809671325,"Trametinib_HCT15","R"
"3039",3039,"Trametinib","HCT15",5,0.0408020638694347,0.0436303640004474,93.5175875888091,"Trametinib_HCT15","R"
"3040",3040,"Trametinib","HOP62",1,0.0308345666468226,0.0288992724054065,106.696688464219,"Trametinib_HOP62","I"
"3041",3041,"Trametinib","HOP62",2,0.0289495999003998,0.0288992724054065,100.17414796569,"Trametinib_HOP62","I"
"3042",3042,"Trametinib","HOP62",3,0.0230990709649027,0.0288992724054065,79.9295935235423,"Trametinib_HOP62","I"
"3043",3043,"Trametinib","HOP62",4,0.0186043594007227,0.0288992724054065,64.3765667859588,"Trametinib_HOP62","I"
"3044",3044,"Trametinib","HOP62",5,0.0171885375489637,0.0288992724054065,59.4774058939561,"Trametinib_HOP62","I"
"3045",3045,"Trametinib","HS578T",1,0.0243076399940226,0.0288404846825183,84.28304954513,"Trametinib_HS578T","R"
"3046",3046,"Trametinib","HS578T",2,0.0290027260069509,0.0288404846825183,100.562547149323,"Trametinib_HS578T","R"
"3047",3047,"Trametinib","HS578T",3,0.0215584687141442,0.0288404846825183,74.7507157090598,"Trametinib_HS578T","R"
"3048",3048,"Trametinib","HS578T",4,0.0248510080063649,0.0288404846825183,86.1670955947157,"Trametinib_HS578T","R"
"3049",3049,"Trametinib","HS578T",5,0.0236762564599588,0.0288404846825183,82.093823042822,"Trametinib_HS578T","R"
"3050",3050,"Trametinib","HT29",1,0.0453180693430891,0.0467873773935254,96.8596058760077,"Trametinib_HT29","S"
"3051",3051,"Trametinib","HT29",2,0.033722138493735,0.0467873773935254,72.0752911839883,"Trametinib_HT29","S"
"3052",3052,"Trametinib","HT29",3,0.022429715890942,0.0467873773935254,47.9396733488334,"Trametinib_HT29","S"
"3053",3053,"Trametinib","HT29",4,0.018102206771692,0.0467873773935254,38.690364325052,"Trametinib_HT29","S"
"3054",3054,"Trametinib","HT29",5,0.0175334502084248,0.0467873773935254,37.4747446537817,"Trametinib_HT29","S"
"3055",3055,"Trametinib","IGROV1",1,0.0419898760983752,0.042077548434673,99.7916410542931,"Trametinib_IGROV1","S"
"3056",3056,"Trametinib","IGROV1",2,0.038255348576839,0.042077548434673,90.9162962196618,"Trametinib_IGROV1","S"
"3057",3057,"Trametinib","IGROV1",3,0.029237532680674,0.042077548434673,69.4848767771402,"Trametinib_IGROV1","S"
"3058",3058,"Trametinib","IGROV1",4,0.0164985106374305,0.042077548434673,39.2097716031273,"Trametinib_IGROV1","S"
"3059",3059,"Trametinib","IGROV1",5,0.0152064326625007,0.042077548434673,36.1390651979386,"Trametinib_IGROV1","S"
"3060",3060,"Trametinib","LOXIMVI",1,0.0482579765019496,0.0475343819051574,101.522255192538,"Trametinib_LOXIMVI","S"
"3061",3061,"Trametinib","LOXIMVI",2,0.0481903585604231,0.0475343819051574,101.380004596619,"Trametinib_LOXIMVI","S"
"3062",3062,"Trametinib","LOXIMVI",3,0.0353074051551865,0.0475343819051574,74.2776149390841,"Trametinib_LOXIMVI","S"
"3063",3063,"Trametinib","LOXIMVI",4,0.0195278417292508,0.0475343819051574,41.0815097337618,"Trametinib_LOXIMVI","S"
"3064",3064,"Trametinib","LOXIMVI",5,0.00999992755407738,0.0475343819051574,21.0372516761229,"Trametinib_LOXIMVI","S"
"3065",3065,"Trametinib","M14",1,0.0354994287330656,0.037484959760084,94.7031261611952,"Trametinib_M14","S"
"3066",3066,"Trametinib","M14",2,0.0255048696958311,0.037484959760084,68.040274977139,"Trametinib_M14","S"
"3067",3067,"Trametinib","M14",3,0.0107638090757744,0.037484959760084,28.7150076848589,"Trametinib_M14","S"
"3068",3068,"Trametinib","M14",4,0.0122025747216001,0.037484959760084,32.5532554915373,"Trametinib_M14","S"
"3069",3069,"Trametinib","M14",5,0.00980181275319822,0.037484959760084,26.1486548629984,"Trametinib_M14","S"
"3070",3070,"Trametinib","MALME3M",1,0.0198772703039844,0.0204338432307294,97.2762200411326,"Trametinib_MALME3M","S"
"3071",3071,"Trametinib","MALME3M",2,0.0128086143467302,0.0204338432307294,62.6833347114456,"Trametinib_MALME3M","S"
"3072",3072,"Trametinib","MALME3M",3,-0.00236439530833708,0.0204338432307294,-11.5709770386287,"Trametinib_MALME3M","S"
"3073",3073,"Trametinib","MALME3M",4,-0.00141107559488571,0.0204338432307294,-6.90558099596099,"Trametinib_MALME3M","S"
"3074",3074,"Trametinib","MALME3M",5,-0.00247430790901212,0.0204338432307294,-12.1088719389367,"Trametinib_MALME3M","S"
"3075",3075,"Trametinib","MDAMB231",1,0.0301984958746293,0.0298112253218478,101.299076266072,"Trametinib_MDAMB231","I"
"3076",3076,"Trametinib","MDAMB231",2,0.028085352244421,0.0298112253218478,94.2106603844894,"Trametinib_MDAMB231","I"
"3077",3077,"Trametinib","MDAMB231",3,0.024936338429671,0.0298112253218478,83.6474789628853,"Trametinib_MDAMB231","I"
"3078",3078,"Trametinib","MDAMB231",4,0.018606071584002,0.0298112253218478,62.4129715673449,"Trametinib_MDAMB231","I"
"3079",3079,"Trametinib","MDAMB231",5,0.0158889462468388,0.0298112253218478,53.2985346133835,"Trametinib_MDAMB231","I"
"3080",3080,"Trametinib","OVCAR4",1,0.0265363996874424,0.0281152857919865,94.3842430903044,"Trametinib_OVCAR4","R"
"3081",3081,"Trametinib","OVCAR4",2,0.0243331928206269,0.0281152857919865,86.5479120527468,"Trametinib_OVCAR4","R"
"3082",3082,"Trametinib","OVCAR4",3,0.0233939383121188,0.0281152857919865,83.2071866002038,"Trametinib_OVCAR4","R"
"3083",3083,"Trametinib","OVCAR4",4,0.0195868488896772,0.0281152857919865,69.6661916744945,"Trametinib_OVCAR4","R"
"3084",3084,"Trametinib","OVCAR4",5,0.017482203414703,0.0281152857919865,62.1804222231517,"Trametinib_OVCAR4","R"
"3085",3085,"Trametinib","OVCAR5",1,0.0417047481512108,0.0446581583765071,93.3866278130045,"Trametinib_OVCAR5","I"
"3086",3086,"Trametinib","OVCAR5",2,0.0444031235023773,0.0446581583765071,99.4289176190839,"Trametinib_OVCAR5","I"
"3087",3087,"Trametinib","OVCAR5",3,0.0386427790974907,0.0446581583765071,86.5301671683334,"Trametinib_OVCAR5","I"
"3088",3088,"Trametinib","OVCAR5",4,0.027683276636152,0.0446581583765071,61.9892929814927,"Trametinib_OVCAR5","I"
"3089",3089,"Trametinib","OVCAR5",5,0.0285672630517355,0.0446581583765071,63.9687441002126,"Trametinib_OVCAR5","I"
"3090",3090,"Trametinib","SF539",1,0.0385357620497423,0.0382123028998615,100.8464790796,"Trametinib_SF539","R"
"3091",3091,"Trametinib","SF539",2,0.0404864197002535,0.0382123028998615,105.951268643378,"Trametinib_SF539","R"
"3092",3092,"Trametinib","SF539",3,0.0383618177047829,0.0382123028998615,100.391273997051,"Trametinib_SF539","R"
"3093",3093,"Trametinib","SF539",4,0.0356927316573955,0.0382123028998615,93.4063873379505,"Trametinib_SF539","R"
"3094",3094,"Trametinib","SF539",5,0.0347987881555322,0.0382123028998615,91.0669745467193,"Trametinib_SF539","R"
"3095",3095,"Trametinib","SKMEL2",1,0.0306880651949481,0.033169557727411,92.5187650891944,"Trametinib_SKMEL2","S"
"3096",3096,"Trametinib","SKMEL2",2,0.0313506532712646,0.033169557727411,94.5163439588365,"Trametinib_SKMEL2","S"
"3097",3097,"Trametinib","SKMEL2",3,0.000256632185812941,0.033169557727411,0.773697942920906,"Trametinib_SKMEL2","S"
"3098",3098,"Trametinib","SKMEL2",4,-0.0141607805807893,0.033169557727411,-42.692099476162,"Trametinib_SKMEL2","S"
"3099",3099,"Trametinib","SKMEL2",5,-0.0176124740905481,0.033169557727411,-53.0983085010909,"Trametinib_SKMEL2","S"
"3100",3100,"Trametinib","SW620",1,0.0354905961633884,0.036494371470144,97.2495065230077,"Trametinib_SW620","S"
"3101",3101,"Trametinib","SW620",2,0.0290770694495494,0.036494371470144,79.6754904337434,"Trametinib_SW620","S"
"3102",3102,"Trametinib","SW620",3,0.0130113301275912,0.036494371470144,35.6529777153053,"Trametinib_SW620","S"
"3103",3103,"Trametinib","SW620",4,0.00957664500565822,0.036494371470144,26.2414301709316,"Trametinib_SW620","S"
"3104",3104,"Trametinib","SW620",5,0.0107993233441012,0.036494371470144,29.5917504783885,"Trametinib_SW620","S"
"3105",3105,"Trametinib","T47D",1,0.0265681587587557,0.0266750841674784,99.5991562461382,"Trametinib_T47D","R"
"3106",3106,"Trametinib","T47D",2,0.0274187724528957,0.0266750841674784,102.787951036061,"Trametinib_T47D","R"
"3107",3107,"Trametinib","T47D",3,0.024757023171035,0.0266750841674784,92.809540976887,"Trametinib_T47D","R"
"3108",3108,"Trametinib","T47D",4,0.0264063709459574,0.0266750841674784,98.9926433977342,"Trametinib_T47D","R"
"3109",3109,"Trametinib","T47D",5,0.0261311605045865,0.0266750841674784,97.9609299094356,"Trametinib_T47D","R"
"3110",3110,"Trametinib","UACC257",1,0.0277242004635761,0.0271632150486013,102.065239383376,"Trametinib_UACC257","S"
"3111",3111,"Trametinib","UACC257",2,0.0238564437014088,0.0271632150486013,87.8262888200977,"Trametinib_UACC257","S"
"3112",3112,"Trametinib","UACC257",3,0.00287184391711942,0.0271632150486013,10.5725478813205,"Trametinib_UACC257","S"
"3113",3113,"Trametinib","UACC257",4,0.00563314476616563,0.0271632150486013,20.7381370581009,"Trametinib_UACC257","S"
"3114",3114,"Trametinib","UACC257",5,0.00457006052433102,0.0271632150486013,16.8244462820551,"Trametinib_UACC257","S"
"3115",3115,"YC-1","A498",1,0.0274555130019928,0.0292800681087454,93.7686104418327,"YC-1_A498","S"
"3116",3116,"YC-1","A498",2,0.0287939368948491,0.0292800681087454,98.3397196615431,"YC-1_A498","S"
"3117",3117,"YC-1","A498",3,0.0260523236101718,0.0292800681087454,88.9763080926387,"YC-1_A498","S"
"3118",3118,"YC-1","A498",5,-0.0305387669361409,0.0292800681087454,-104.298824793442,"YC-1_A498","S"
"3119",3119,"YC-1","ACHN",1,0.0357975916654976,0.0354804395010489,100.893878905979,"YC-1_ACHN","R"
"3120",3120,"YC-1","ACHN",2,0.0349430549603231,0.0354804395010489,98.4854061892049,"YC-1_ACHN","R"
"3121",3121,"YC-1","ACHN",3,0.0351786028818892,0.0354804395010489,99.1492872596722,"YC-1_ACHN","R"
"3122",3122,"YC-1","ACHN",4,0.0355492643921328,0.0354804395010489,100.193979815503,"YC-1_ACHN","R"
"3123",3123,"YC-1","ACHN",5,0.0361583254431466,0.0354804395010489,101.910590600428,"YC-1_ACHN","R"
"3124",3124,"YC-1","BT549",1,0.0317056690844141,0.0347871115463391,91.1419996517382,"YC-1_BT549","R"
"3125",3125,"YC-1","BT549",2,0.0329900703249769,0.0347871115463391,94.8341752405387,"YC-1_BT549","R"
"3126",3126,"YC-1","BT549",3,0.0389139162571318,0.0347871115463391,111.863027792047,"YC-1_BT549","R"
"3127",3127,"YC-1","BT549",4,0.0314830885975065,0.0347871115463391,90.5021635831094,"YC-1_BT549","R"
"3128",3128,"YC-1","BT549",5,0.0323443969017652,0.0347871115463391,92.9781044300848,"YC-1_BT549","R"
"3129",3129,"YC-1","COLO205",1,0.0530377611671906,0.0504060929258587,105.220932805093,"YC-1_COLO205","R"
"3130",3130,"YC-1","COLO205",2,0.0495082734762752,0.0504060929258587,98.218827531616,"YC-1_COLO205","R"
"3131",3131,"YC-1","COLO205",3,0.0490735785830461,0.0504060929258587,97.3564419190899,"YC-1_COLO205","R"
"3132",3132,"YC-1","COLO205",4,0.048528559201062,0.0504060929258587,96.2751849710743,"YC-1_COLO205","R"
"3133",3133,"YC-1","COLO205",5,0.0311892928159229,0.0504060929258587,61.8760372120066,"YC-1_COLO205","R"
"3134",3134,"YC-1","EKVX",1,0.0195197172795089,0.0222251351618679,87.8272151658239,"YC-1_EKVX","R"
"3135",3135,"YC-1","EKVX",2,0.0222149629259456,0.0222251351618679,99.9542309378628,"YC-1_EKVX","R"
"3136",3136,"YC-1","EKVX",3,0.0210349030799828,0.0222251351618679,94.6446576220278,"YC-1_EKVX","R"
"3137",3137,"YC-1","EKVX",4,0.0218003244275744,0.0222251351618679,98.0886022460625,"YC-1_EKVX","R"
"3138",3138,"YC-1","EKVX",5,0.0164825982120333,0.0222251351618679,74.1619706336488,"YC-1_EKVX","R"
"3139",3139,"YC-1","HCT15",1,0.0456117205354945,0.0436303640004474,104.541233107812,"YC-1_HCT15","R"
"3140",3140,"YC-1","HCT15",2,0.044262069660128,0.0436303640004474,101.447857871812,"YC-1_HCT15","R"
"3141",3141,"YC-1","HCT15",3,0.0429265260025742,0.0436303640004474,98.386816122217,"YC-1_HCT15","R"
"3142",3142,"YC-1","HCT15",4,0.0441796305133739,0.0436303640004474,101.258908848253,"YC-1_HCT15","R"
"3143",3143,"YC-1","HCT15",5,0.0446437243685223,0.0436303640004474,102.322603515443,"YC-1_HCT15","R"
"3144",3144,"YC-1","HOP62",1,0.0298132486166543,0.0288992724054065,103.16262706696,"YC-1_HOP62","R"
"3145",3145,"YC-1","HOP62",2,0.0278212834785122,0.0288992724054065,96.2698405974656,"YC-1_HOP62","R"
"3146",3146,"YC-1","HOP62",3,0.0315840045944819,0.0288992724054065,109.28996464483,"YC-1_HOP62","R"
"3147",3147,"YC-1","HOP62",4,0.0309845287139424,0.0288992724054065,107.215601414746,"YC-1_HOP62","R"
"3148",3148,"YC-1","HOP62",5,0.030937436366109,0.0288992724054065,107.052648011723,"YC-1_HOP62","R"
"3149",3149,"YC-1","HS578T",1,0.0275213441434483,0.0288404846825183,95.4260805475656,"YC-1_HS578T","R"
"3150",3150,"YC-1","HS578T",2,0.0297983067862317,0.0288404846825183,103.321102659187,"YC-1_HS578T","R"
"3151",3151,"YC-1","HS578T",3,0.0308044369106614,0.0288404846825183,106.809706042609,"YC-1_HS578T","R"
"3152",3152,"YC-1","HS578T",4,0.0280831218447686,0.0288404846825183,97.3739593973994,"YC-1_HS578T","R"
"3153",3153,"YC-1","HS578T",5,0.0290570420015888,0.0288404846825183,100.750879610569,"YC-1_HS578T","R"
"3154",3154,"YC-1","HT29",1,0.0470673485588079,0.0467873773935254,100.598390379798,"YC-1_HT29","R"
"3155",3155,"YC-1","HT29",2,0.0480599526952584,0.0467873773935254,102.719911592884,"YC-1_HT29","R"
"3156",3156,"YC-1","HT29",3,0.0466334274884593,0.0467873773935254,99.6709584643497,"YC-1_HT29","R"
"3157",3157,"YC-1","HT29",4,0.0467478951534559,0.0467873773935254,99.9156134789572,"YC-1_HT29","R"
"3158",3158,"YC-1","HT29",5,0.0437467074204887,0.0467873773935254,93.5010890919106,"YC-1_HT29","R"
"3159",3159,"YC-1","IGROV1",1,0.0413000992332981,0.042077548434673,98.1523419726272,"YC-1_IGROV1","S"
"3160",3160,"YC-1","IGROV1",2,0.0404728863549281,0.042077548434673,96.1864173664104,"YC-1_IGROV1","S"
"3161",3161,"YC-1","IGROV1",3,0.0404012671657693,0.042077548434673,96.01620975731,"YC-1_IGROV1","S"
"3162",3162,"YC-1","IGROV1",4,0.0240899458603182,0.042077548434673,57.2513056403909,"YC-1_IGROV1","S"
"3163",3163,"YC-1","IGROV1",5,0.0139643261057339,0.042077548434673,33.18711908184,"YC-1_IGROV1","S"
"3164",3164,"YC-1","LOXIMVI",1,0.0489195671590697,0.0475343819051574,102.914070191711,"YC-1_LOXIMVI","R"
"3165",3165,"YC-1","LOXIMVI",2,0.0476721759665328,0.0475343819051574,100.289882934947,"YC-1_LOXIMVI","R"
"3166",3166,"YC-1","LOXIMVI",3,0.0489205833765781,0.0475343819051574,102.916208049547,"YC-1_LOXIMVI","R"
"3167",3167,"YC-1","LOXIMVI",4,0.0492154585816231,0.0475343819051574,103.536548933822,"YC-1_LOXIMVI","R"
"3168",3168,"YC-1","LOXIMVI",5,0.0467430332831724,0.0475343819051574,98.335207926835,"YC-1_LOXIMVI","R"
"3169",3169,"YC-1","M14",1,0.0380429661733938,0.037484959760084,101.488614145196,"YC-1_M14","R"
"3170",3170,"YC-1","M14",2,0.0377212147564443,0.037484959760084,100.630266106386,"YC-1_M14","R"
"3171",3171,"YC-1","M14",3,0.0367387689397613,0.037484959760084,98.0093594201552,"YC-1_M14","R"
"3172",3172,"YC-1","M14",4,0.0375712978381093,0.037484959760084,100.230327252791,"YC-1_M14","R"
"3173",3173,"YC-1","M14",5,0.0350241415757415,0.037484959760084,93.4351852046992,"YC-1_M14","R"
"3174",3174,"YC-1","MALME3M",1,0.0206168691070543,0.0204338432307294,100.895699718639,"YC-1_MALME3M","R"
"3175",3175,"YC-1","MALME3M",2,0.0191818357867651,0.0204338432307294,93.8728734001369,"YC-1_MALME3M","R"
"3176",3176,"YC-1","MALME3M",3,0.020239709269983,0.0204338432307294,99.0499390714007,"YC-1_MALME3M","R"
"3177",3177,"YC-1","MALME3M",4,0.0226448547158185,0.0204338432307294,110.820340843978,"YC-1_MALME3M","R"
"3178",3178,"YC-1","MALME3M",5,0.0182924957420307,0.0204338432307294,89.5205837466813,"YC-1_MALME3M","R"
"3179",3179,"YC-1","MDAMB231",1,0.0311319741637557,0.0298112253218478,104.430374221954,"YC-1_MDAMB231","R"
"3180",3180,"YC-1","MDAMB231",2,0.0301144126529457,0.0298112253218478,101.017024049916,"YC-1_MDAMB231","R"
"3181",3181,"YC-1","MDAMB231",3,0.0299858115843171,0.0298112253218478,100.585639337479,"YC-1_MDAMB231","R"
"3182",3182,"YC-1","MDAMB231",4,0.031599994628547,0.0298112253218478,106.000321313154,"YC-1_MDAMB231","R"
"3183",3183,"YC-1","MDAMB231",5,0.0300100580259384,0.0298112253218478,100.666972598221,"YC-1_MDAMB231","R"
"3184",3184,"YC-1","OVCAR4",1,0.0265472821651545,0.0281152857919865,94.4229497134299,"YC-1_OVCAR4","R"
"3185",3185,"YC-1","OVCAR4",2,0.0278321645941537,0.0281152857919865,98.9929990399973,"YC-1_OVCAR4","R"
"3186",3186,"YC-1","OVCAR4",3,0.0271425173876333,0.0281152857919865,96.5400728573405,"YC-1_OVCAR4","R"
"3187",3187,"YC-1","OVCAR4",4,0.0258699247220649,0.0281152857919865,92.0137355652931,"YC-1_OVCAR4","R"
"3188",3188,"YC-1","OVCAR4",5,0.0227597826942232,0.0281152857919865,80.9516320147464,"YC-1_OVCAR4","R"
"3189",3189,"YC-1","OVCAR5",1,0.0445339569756827,0.0446581583765071,99.7218841856905,"YC-1_OVCAR5","I"
"3190",3190,"YC-1","OVCAR5",2,0.0449492732712872,0.0446581583765071,100.651873936058,"YC-1_OVCAR5","I"
"3191",3191,"YC-1","OVCAR5",3,0.0445385826849056,0.0446581583765071,99.7322422241567,"YC-1_OVCAR5","I"
"3192",3192,"YC-1","OVCAR5",4,0.0398059527333519,0.0446581583765071,89.1347833866168,"YC-1_OVCAR5","I"
"3193",3193,"YC-1","OVCAR5",5,0.0228416559034913,0.0446581583765071,51.1477784437868,"YC-1_OVCAR5","I"
"3194",3194,"YC-1","SF539",1,0.0408655682328235,0.0382123028998615,106.943484510512,"YC-1_SF539","R"
"3195",3195,"YC-1","SF539",2,0.03758200520032,0.0382123028998615,98.350537257089,"YC-1_SF539","R"
"3196",3196,"YC-1","SF539",3,0.0363186598928652,0.0382123028998615,95.0444153759621,"YC-1_SF539","R"
"3197",3197,"YC-1","SF539",4,0.0401546224462731,0.0382123028998615,105.082969093754,"YC-1_SF539","R"
"3198",3198,"YC-1","SF539",5,0.0390987342381978,0.0382123028998615,102.319753773174,"YC-1_SF539","R"
"3199",3199,"YC-1","SKMEL2",1,0.0300874511073307,0.033169557727411,90.7080261804841,"YC-1_SKMEL2","I"
"3200",3200,"YC-1","SKMEL2",2,0.0439371453319988,0.033169557727411,132.462258595898,"YC-1_SKMEL2","I"
"3201",3201,"YC-1","SKMEL2",3,0.0370546710340411,0.033169557727411,111.712888482138,"YC-1_SKMEL2","I"
"3202",3202,"YC-1","SKMEL2",4,0.0383611227064896,0.033169557727411,115.651595422957,"YC-1_SKMEL2","I"
